name,latitude,longitude,elevation,elevationUnit,datacoverage,start_date,end_date,geometry,nc_file,TMAX,TMIN,TAVG,PRCP,SNOW,SNWD,WESD,WESF,AWND,AWDR
"ABERDEEN 9.1 WNW, SD US",45.5445444,-98.6416722,415.4,METERS,0.3401,2011-07-10,2016-05-10,POINT (-98.6416722 45.5445444),GHCND-US1SDBR0024__ABERDEEN_9.1_WNW_SD_US.nc,0,0,0,1,1,1,0,0,0,0
"ABERDEEN 0.9 SSW, SD US",45.4561332,-98.4926457,396.8,METERS,0.1575,2012-03-23,2018-10-04,POINT (-98.4926457 45.4561332),GHCND-US1SDBR0025__ABERDEEN_0.9_SSW_SD_US.nc,0,0,0,1,1,1,1,1,0,0
"ABERDEEN 5.8 NNW, SD US",45.54795,-98.517889,409.3,METERS,0.1408,2012-03-24,2024-11-19,POINT (-98.517889 45.54795),GHCND-US1SDBR0026__ABERDEEN_5.8_NNW_SD_US.nc,0,0,0,1,1,1,0,0,0,0
"ABERDEEN 0.2 NW, SD US",45.469169318676,-98.4852567315102,396.8,METERS,0.2849,2012-04-05,2015-10-21,POINT (-98.4852567315102 45.469169318676),GHCND-US1SDBR0028__ABERDEEN_0.2_NW_SD_US.nc,0,0,0,1,1,1,1,1,0,0
"ABERDEEN 0.6 NNE, SD US",45.47587685287,-98.4765013307333,396.8,METERS,0.3093,2012-06-14,2024-11-23,POINT (-98.4765013307333 45.47587685287),GHCND-US1SDBR0031__ABERDEEN_0.6_NNE_SD_US.nc,0,0,0,1,1,0,1,0,0,0
"BATH 1.0 N, SD US",45.476957,-98.325507,398.1,METERS,0.469,2012-11-30,2017-06-15,POINT (-98.325507 45.476957),GHCND-US1SDBR0034__BATH_1.0_N_SD_US.nc,0,0,0,1,1,1,1,1,0,0
"FREDERICK 8.4 SW, SD US",45.74225,-98.62248333,437.1,METERS,0.1996,2013-08-10,2023-08-14,POINT (-98.62248333 45.74225),GHCND-US1SDBR0037__FREDERICK_8.4_SW_SD_US.nc,0,0,0,1,1,1,1,1,0,0
"ABERDEEN 1.5 SW, SD US",45.450537,-98.50856,398.4,METERS,0.9678,2013-09-20,2024-12-11,POINT (-98.50856 45.450537),GHCND-US1SDBR0038__ABERDEEN_1.5_SW_SD_US.nc,0,0,0,1,1,1,1,1,0,0
"ABERDEEN 5.4 NE, SD US",45.5138817429543,-98.3923436701298,398.7,METERS,0.2284,2016-01-28,2024-11-18,POINT (-98.3923436701298 45.5138817429543),GHCND-US1SDBR0043__ABERDEEN_5.4_NE_SD_US.nc,0,0,0,1,1,1,1,1,0,0
"ABERDEEN 1.1 NE, SD US",45.480393,-98.468855,399.3,METERS,0.0692,2017-06-15,2021-08-24,POINT (-98.468855 45.480393),GHCND-US1SDBR0045__ABERDEEN_1.1_NE_SD_US.nc,0,0,0,1,1,0,0,0,0,0
"ABERDEEN 1.5 SE, SD US",45.45437,-98.45713,398.1,METERS,0.4609,2018-08-04,2024-11-19,POINT (-98.45713 45.45437),GHCND-US1SDBR0046__ABERDEEN_1.5_SE_SD_US.nc,0,0,0,1,1,1,0,0,0,0
"ABERDEEN 7.2 NW, SD US",45.5321,-98.5991,418.5,METERS,0.6496,2020-06-18,2024-11-24,POINT (-98.5991 45.5321),GHCND-US1SDBR0050__ABERDEEN_7.2_NW_SD_US.nc,0,0,0,1,1,0,0,0,0,0
"STRATFORD 2.5 SSW, SD US",45.28672,-98.33118,395.9,METERS,0.111,2021-04-13,2024-07-05,POINT (-98.33118 45.28672),GHCND-US1SDBR0052__STRATFORD_2.5_SSW_SD_US.nc,0,0,0,1,1,1,0,0,0,0
"BELLE FOURCHE 19.3 NW, SD US",44.6533,-103.838779,942.7,METERS,0.0571,2007-04-30,2013-03-04,POINT (-103.838779 44.6533),GHCND-US1SDBT0001__BELLE_FOURCHE_19.3_NW_SD_US.nc,0,0,0,1,1,0,0,0,0,0
"BELLE FOURCHE 0.9 SSE, SD US",44.651789,-103.846327,960.1,METERS,0.8671,2007-07-18,2010-03-21,POINT (-103.846327 44.651789),GHCND-US1SDBT0002__BELLE_FOURCHE_0.9_SSE_SD_US.nc,0,0,0,1,1,1,1,1,0,0
"NEWELL 2.8 ENE, SD US",44.7333,-103.3667,862.0,METERS,0.9363,2007-08-06,2018-09-06,POINT (-103.3667 44.7333),GHCND-US1SDBT0004__NEWELL_2.8_ENE_SD_US.nc,0,0,0,1,1,1,1,1,0,0
"BELLE FOURCHE 5.3 NE, SD US",44.709599,-103.763952,944.6,METERS,0.9291,2007-10-17,2014-03-28,POINT (-103.763952 44.709599),GHCND-US1SDBT0006__BELLE_FOURCHE_5.3_NE_SD_US.nc,0,0,0,1,1,1,1,1,0,0
"BELLE FOURCHE 29.5 NNW, SD US",45.0789,-103.9983,1008.9,METERS,0.1167,2007-10-18,2013-11-05,POINT (-103.9983 45.0789),GHCND-US1SDBT0007__BELLE_FOURCHE_29.5_NNW_SD_US.nc,0,0,0,1,1,1,0,1,0,0
"NEWELL 3.7 SW, SD US",44.675392,-103.46678,876.0,METERS,0.8484,2008-05-30,2014-09-11,POINT (-103.46678 44.675392),GHCND-US1SDBT0009__NEWELL_3.7_SW_SD_US.nc,0,0,0,1,1,1,1,1,0,0
"NEWELL 6.5 ENE, SD US",44.74373,-103.29046,853.1,METERS,0.8949,2013-03-22,2021-12-20,POINT (-103.29046 44.74373),GHCND-US1SDBT0010__NEWELL_6.5_ENE_SD_US.nc,0,0,0,1,1,1,1,1,0,0
"BELLE FOURCHE 0.9 SSE, SD US",44.651956,-103.846124,964.1,METERS,0.87,2015-01-02,2021-02-08,POINT (-103.846124 44.651956),GHCND-US1SDBT0011__BELLE_FOURCHE_0.9_SSE_SD_US.nc,0,0,0,1,1,1,1,1,0,0
"VALE 0.2 W, SD US",44.62023,-103.40687,844.9,METERS,0.0998,2019-05-28,2024-06-22,POINT (-103.40687 44.62023),GHCND-US1SDBT0014__VALE_0.2_W_SD_US.nc,0,0,0,1,1,0,0,0,0,0
"NEWELL 2.6 ENE, SD US",44.73418,-103.37156,866.5,METERS,0.4946,2021-04-26,2024-08-02,POINT (-103.37156 44.73418),GHCND-US1SDBT0015__NEWELL_2.6_ENE_SD_US.nc,0,0,0,1,1,0,0,0,0,0
"NEWELL 10.2 NNW, SD US",44.850556,-103.498889,915.3,METERS,0.4082,2022-03-02,2023-07-04,POINT (-103.498889 44.850556),GHCND-US1SDBT0019__NEWELL_10.2_NNW_SD_US.nc,0,0,0,1,1,0,0,1,0,0
"BELLE FOURCHE 0.2 SE, SD US",44.6623045,-103.8480462,937.3,METERS,0.7021,2023-08-24,2024-12-12,POINT (-103.8480462 44.6623045),GHCND-US1SDBT0021__BELLE_FOURCHE_0.2_SE_SD_US.nc,0,0,0,1,1,1,0,0,0,0
"WATERTOWN 7.6 ENE, SD US",44.958957,-97.024685,580.0,METERS,0.2575,2007-06-06,2024-12-11,POINT (-97.024685 44.958957),GHCND-US1SDCD0001__WATERTOWN_7.6_ENE_SD_US.nc,0,0,0,1,1,1,0,1,0,0
"WATERTOWN 2.3 NNE, SD US",44.942875,-97.146123,526.1,METERS,0.7778,2007-06-26,2007-12-31,POINT (-97.146123 44.942875),GHCND-US1SDCD0002__WATERTOWN_2.3_NNE_SD_US.nc,0,0,0,1,1,1,1,1,0,0
"WATERTOWN 7.5 NNE, SD US",45.004293,-97.085682,542.8,METERS,0.1647,2008-05-11,2024-12-01,POINT (-97.085682 45.004293),GHCND-US1SDCD0005__WATERTOWN_7.5_NNE_SD_US.nc,0,0,0,1,1,1,1,1,0,0
"WATERTOWN 2.7 E, SD US",44.9074,-97.1116,534.3,METERS,0.8423,2011-03-15,2020-09-05,POINT (-97.1116 44.9074),GHCND-US1SDCD0008__WATERTOWN_2.7_E_SD_US.nc,0,0,0,1,1,1,1,1,0,0
"WATERTOWN 1.1 NNW, SD US",44.9280169,-97.1732476,531.0,METERS,0.6972,2011-05-20,2014-11-07,POINT (-97.1732476 44.9280169),GHCND-US1SDCD0009__WATERTOWN_1.1_NNW_SD_US.nc,0,0,0,1,1,1,1,1,0,0
"WATERTOWN 3.1 W, SD US",44.920745,-97.229886,527.3,METERS,0.1318,2011-06-21,2024-11-19,POINT (-97.229886 44.920745),GHCND-US1SDCD0010__WATERTOWN_3.1_W_SD_US.nc,0,0,0,1,1,1,1,1,0,0
"WATERTOWN 4.1 WSW, SD US",44.8971247,-97.2480752,525.8,METERS,0.9314,2011-06-03,2012-10-24,POINT (-97.2480752 44.8971247),GHCND-US1SDCD0011__WATERTOWN_4.1_WSW_SD_US.nc,0,0,0,1,1,1,0,0,0,0
"FLORENCE 6.0 NNW, SD US",45.12776667,-97.39275,542.5,METERS,0.0714,2011-06-21,2024-08-27,POINT (-97.39275 45.12776667),GHCND-US1SDCD0013__FLORENCE_6.0_NNW_SD_US.nc,0,0,0,1,1,1,1,0,0,0
"WATERTOWN 2.6 E, SD US",44.9091321,-97.1140999,541.3,METERS,0.4406,2011-07-07,2012-08-13,POINT (-97.1140999 44.9091321),GHCND-US1SDCD0014__WATERTOWN_2.6_E_SD_US.nc,0,0,0,1,1,1,0,0,0,0
"WATERTOWN 4.4 ENE, SD US",44.9372961,-97.0836764,550.2,METERS,0.0545,2011-09-01,2020-09-13,POINT (-97.0836764 44.9372961),GHCND-US1SDCD0015__WATERTOWN_4.4_ENE_SD_US.nc,0,0,0,1,1,0,0,0,0,0
"WATERTOWN 2.2 W, SD US",44.909006,-97.21217,525.5,METERS,0.6981,2012-08-16,2018-03-01,POINT (-97.21217 44.909006),GHCND-US1SDCD0018__WATERTOWN_2.2_W_SD_US.nc,0,0,0,1,1,1,1,1,0,0
"WATERTOWN 3.7 E, SD US",44.915849044919,-97.0915239304304,544.1,METERS,0.0651,2013-03-21,2020-09-15,POINT (-97.0915239304304 44.915849044919),GHCND-US1SDCD0021__WATERTOWN_3.7_E_SD_US.nc,0,0,0,1,1,0,0,0,0,0
"WATERTOWN 5.0 WNW, SD US",44.946759,-97.25652,545.0,METERS,0.133,2015-01-12,2017-05-17,POINT (-97.25652 44.946759),GHCND-US1SDCD0025__WATERTOWN_5.0_WNW_SD_US.nc,0,0,0,1,1,1,1,1,0,0
"WATERTOWN 6.7 SSW, SD US",44.81916667,-97.20577778,550.5,METERS,0.18,2015-05-02,2024-09-24,POINT (-97.20577778 44.81916667),GHCND-US1SDCD0026__WATERTOWN_6.7_SSW_SD_US.nc,0,0,0,1,0,0,0,0,0,0
"WATERTOWN 2.3 E, SD US",44.91604,-97.11925,545.6,METERS,0.9424,2019-07-18,2024-12-12,POINT (-97.11925 44.91604),GHCND-US1SDCD0030__WATERTOWN_2.3_E_SD_US.nc,0,0,0,1,1,1,1,1,0,0
"WATERTOWN 2.4 E, SD US",44.918039,-97.117821,548.9,METERS,0.4885,2020-09-08,2023-11-20,POINT (-97.117821 44.918039),GHCND-US1SDCD0032__WATERTOWN_2.4_E_SD_US.nc,0,0,0,1,1,1,1,1,0,0
"WATERTOWN 3.7 NE, SD US",44.94528,-97.10555,532.2,METERS,0.2015,2022-04-12,2023-09-24,POINT (-97.10555 44.94528),GHCND-US1SDCD0036__WATERTOWN_3.7_NE_SD_US.nc,0,0,0,1,1,0,0,1,0,0
"HENRY 6.3 N, SD US",44.9721225,-97.4743886,555.3,METERS,0.283,2022-04-01,2024-09-24,POINT (-97.4743886 44.9721225),GHCND-US1SDCD0037__HENRY_6.3_N_SD_US.nc,0,0,0,1,1,1,0,0,0,0
"WILLOW LAKE 2.4 W, SD US",44.630911,-97.686269,543.5,METERS,0.0552,2014-04-24,2020-09-14,POINT (-97.686269 44.630911),GHCND-US1SDCK0007__WILLOW_LAKE_2.4_W_SD_US.nc,0,0,0,1,1,0,0,0,0,0
"RAYMOND 9.1 N, SD US",45.0406316,-97.9053849,476.4,METERS,0.5329,2023-09-06,2024-11-19,POINT (-97.9053849 45.0406316),GHCND-US1SDCK0011__RAYMOND_9.1_N_SD_US.nc,0,0,0,1,1,0,0,0,0,0
"HENRY 3.8 W, SD US",44.8906,-97.53862,554.7,METERS,0.9977,2023-10-13,2024-12-12,POINT (-97.53862 44.8906),GHCND-US1SDCK0012__HENRY_3.8_W_SD_US.nc,0,0,0,1,1,1,1,1,0,0
"PLATTE 13.7 W, SD US",43.391768,-99.1162,430.7,METERS,0.4756,2007-06-26,2014-04-29,POINT (-99.1162 43.391768),GHCND-US1SDCM0001__PLATTE_13.7_W_SD_US.nc,0,0,0,1,1,0,0,0,0,0
"DANTE 3.1 S, SD US",42.994409,-98.190739,433.4,METERS,0.058,2011-08-18,2024-11-19,POINT (-98.190739 42.994409),GHCND-US1SDCM0005__DANTE_3.1_S_SD_US.nc,0,0,0,1,1,1,1,1,0,0
"PLATTE 1.5 E, SD US",43.38431,-98.814561,502.0,METERS,0.5188,2013-05-25,2019-07-04,POINT (-98.814561 43.38431),GHCND-US1SDCM0013__PLATTE_1.5_E_SD_US.nc,0,0,0,1,1,1,1,1,0,0
"WAGNER 0.8 NW, SD US",43.084828,-98.315255,443.8,METERS,0.1,2013-09-08,2024-11-19,POINT (-98.315255 43.084828),GHCND-US1SDCM0014__WAGNER_0.8_NW_SD_US.nc,0,0,0,1,1,1,1,1,0,0
"WAGNER 1.0 ENE, SD US",43.085235,-98.284574,433.1,METERS,0.1301,2016-05-23,2019-04-25,POINT (-98.284574 43.085235),GHCND-US1SDCM0017__WAGNER_1.0_ENE_SD_US.nc,0,0,0,1,1,0,0,0,0,0
"LAKE ANDES 2.4 N, SD US",43.1903,-98.5444,502.0,METERS,0.2564,2019-07-06,2024-12-10,POINT (-98.5444 43.1903),GHCND-US1SDCM0021__LAKE_ANDES_2.4_N_SD_US.nc,0,0,0,1,1,1,1,1,0,0
"MOUND CITY 0.4 ENE, SD US",45.73,-100.06,513.9,METERS,0.835,2007-06-01,2016-11-14,POINT (-100.06 45.73),GHCND-US1SDCP0001__MOUND_CITY_0.4_ENE_SD_US.nc,0,0,0,1,1,1,1,1,0,0
"HERREID 3.3 S, SD US",45.789495,-100.069024,513.9,METERS,0.7034,2007-06-28,2007-11-19,POINT (-100.069024 45.789495),GHCND-US1SDCP0002__HERREID_3.3_S_SD_US.nc,0,0,0,1,1,0,0,0,0,0
"HERREID 6.9 NNE, SD US",45.92417,-100.00528,566.0,METERS,0.9319,2008-04-12,2011-08-28,POINT (-100.00528 45.92417),GHCND-US1SDCP0003__HERREID_6.9_NNE_SD_US.nc,0,0,0,1,1,0,0,0,0,0
"HERREID 4.6 NW, SD US",45.88194,-100.14639,511.5,METERS,0.8858,2008-04-12,2012-02-29,POINT (-100.14639 45.88194),GHCND-US1SDCP0004__HERREID_4.6_NW_SD_US.nc,0,0,0,1,1,0,0,0,0,0
"HERREID 0.2 ENE, SD US",45.83806,-100.07028,513.0,METERS,0.8424,2008-05-10,2011-10-11,POINT (-100.07028 45.83806),GHCND-US1SDCP0005__HERREID_0.2_ENE_SD_US.nc,0,0,0,1,1,1,0,0,0,0
"HERREID 3.6 ESE, SD US",45.816495,-100.007029,536.8,METERS,0.3461,2011-01-01,2021-12-15,POINT (-100.007029 45.816495),GHCND-US1SDCP0006__HERREID_3.6_ESE_SD_US.nc,0,0,0,1,1,1,1,1,0,0
"GLENHAM 5.5 N, SD US",45.612942,-100.275761,541.9,METERS,0.635,2013-05-25,2017-11-01,POINT (-100.275761 45.612942),GHCND-US1SDCP0008__GLENHAM_5.5_N_SD_US.nc,0,0,0,1,1,0,0,1,0,0
"JAVA 11.5 NNE, SD US",45.658898,-99.800885,536.8,METERS,0.9234,2014-03-30,2024-12-12,POINT (-99.800885 45.658898),GHCND-US1SDCP0009__JAVA_11.5_NNE_SD_US.nc,0,0,0,1,1,1,1,1,0,0
"MORRISTOWN 7.7 SSE, SD US",45.833299,-101.669232,698.0,METERS,0.2928,2008-03-24,2010-11-01,POINT (-101.669232 45.833299),GHCND-US1SDCR0001__MORRISTOWN_7.7_SSE_SD_US.nc,0,0,0,1,1,1,0,1,0,0
"KELDRON 16.9 SSW, SD US",45.69572,-101.882471,633.1,METERS,0.1516,2008-03-28,2010-09-23,POINT (-101.882471 45.69572),GHCND-US1SDCR0002__KELDRON_16.9_SSW_SD_US.nc,0,0,0,1,1,1,1,1,0,0
"MCLAUGHLIN 10.1 ENE, SD US",45.883617,-100.626197,626.1,METERS,0.1329,2008-03-26,2016-10-04,POINT (-100.626197 45.883617),GHCND-US1SDCR0003__MCLAUGHLIN_10.1_ENE_SD_US.nc,0,0,0,1,1,1,1,1,0,0
"MOBRIDGE 8.0 NNW, SD US",45.641022,-100.51765,516.0,METERS,0.2749,2008-03-27,2024-08-27,POINT (-100.51765 45.641022),GHCND-US1SDCR0004__MOBRIDGE_8.0_NNW_SD_US.nc,0,0,0,1,1,0,0,1,0,0
"MOBRIDGE 16.6 WNW, SD US",45.64861,-100.74251,537.4,METERS,0.4021,2008-03-27,2009-07-14,POINT (-100.74251 45.64861),GHCND-US1SDCR0005__MOBRIDGE_16.6_WNW_SD_US.nc,0,0,0,1,1,1,0,1,0,0
"MCINTOSH 8.7 WSW, SD US",45.859918,-101.508741,686.1,METERS,0.9294,2008-03-28,2011-07-14,POINT (-101.508741 45.859918),GHCND-US1SDCR0006__MCINTOSH_8.7_WSW_SD_US.nc,0,0,0,1,1,1,1,1,0,0
"ISABEL 19.5 N, SD US",45.676481,-101.465714,588.9,METERS,0.1608,2008-04-06,2010-10-31,POINT (-101.465714 45.676481),GHCND-US1SDCR0008__ISABEL_19.5_N_SD_US.nc,0,0,0,1,1,0,0,1,0,0
"ISABEL 24.0 WNW, SD US",45.534767,-101.883594,703.2,METERS,0.0533,2003-07-31,2013-09-27,POINT (-101.883594 45.534767),GHCND-US1SDCR0009__ISABEL_24.0_WNW_SD_US.nc,0,0,0,1,1,1,1,1,0,0
"MORRISTOWN 7.7 WSW, SD US",45.897856,-101.868136,791.0,METERS,0.1513,2008-04-20,2014-06-27,POINT (-101.868136 45.897856),GHCND-US1SDCR0010__MORRISTOWN_7.7_WSW_SD_US.nc,0,0,0,1,1,0,0,1,0,0
"TIMBER LAKE 10.1 N, SD US",45.572456,-101.105103,633.1,METERS,0.8826,2008-04-28,2008-12-13,POINT (-101.105103 45.572456),GHCND-US1SDCR0011__TIMBER_LAKE_10.1_N_SD_US.nc,0,0,0,1,1,0,0,0,0,0
"ISABEL 9.5 NE, SD US",45.49048,-101.28717,670.9,METERS,0.8761,2022-03-24,2023-10-17,POINT (-101.28717 45.49048),GHCND-US1SDCR0018__ISABEL_9.5_NE_SD_US.nc,0,0,0,1,1,1,1,1,0,0
"CUSTER 10.2 E, SD US",43.77083,-103.39639,1321.0,METERS,0.7769,2007-06-18,2024-05-07,POINT (-103.39639 43.77083),GHCND-US1SDCS0001__CUSTER_10.2_E_SD_US.nc,0,0,0,1,1,1,1,1,0,0
"HOT SPRINGS 17.6 WNW, SD US",43.4942,-103.8203,1297.8,METERS,0.3014,2007-07-06,2014-12-16,POINT (-103.8203 43.4942),GHCND-US1SDCS0002__HOT_SPRINGS_17.6_WNW_SD_US.nc,0,0,0,1,1,0,0,1,0,0
"PRINGLE 0.1 WSW, SD US",43.608828,-103.595031,1496.9,METERS,0.7037,2007-08-01,2008-10-05,POINT (-103.595031 43.608828),GHCND-US1SDCS0003__PRINGLE_0.1_WSW_SD_US.nc,0,0,0,1,1,0,0,1,0,0
"EDGEMONT 26.9 NNW, SD US",43.6692,-103.9919,1388.1,METERS,0.4957,2007-08-11,2008-07-26,POINT (-103.9919 43.6692),GHCND-US1SDCS0004__EDGEMONT_26.9_NNW_SD_US.nc,0,0,0,1,1,0,0,0,0,0
"CUSTER 9.5 NW, SD US",43.85961,-103.74028,2055.0,METERS,0.4595,2007-08-19,2009-09-22,POINT (-103.74028 43.85961),GHCND-US1SDCS0009__CUSTER_9.5_NW_SD_US.nc,0,0,0,1,1,0,0,0,0,0
"HERMOSA 0.3 ENE, SD US",43.840965,-103.185396,1004.0,METERS,0.9676,2009-11-01,2024-12-11,POINT (-103.185396 43.840965),GHCND-US1SDCS0017__HERMOSA_0.3_ENE_SD_US.nc,0,0,0,1,1,1,1,1,0,0
"HERMOSA 4.9 W, SD US",43.849405,-103.288331,1155.8,METERS,0.2177,2011-05-20,2013-09-24,POINT (-103.288331 43.849405),GHCND-US1SDCS0018__HERMOSA_4.9_W_SD_US.nc,0,0,0,1,1,1,1,1,0,0
"HOT SPRINGS 5.2 NW, SD US",43.4937553405762,-103.542991638184,1304.8,METERS,0.9664,2015-01-04,2024-12-10,POINT (-103.542991638184 43.4937553405762),GHCND-US1SDCS0022__HOT_SPRINGS_5.2_NW_SD_US.nc,0,0,0,1,1,1,1,1,0,0
"HERMOSA 6.2 W, SD US",43.8244,-103.31336,1197.3,METERS,0.6337,2017-06-13,2024-12-09,POINT (-103.31336 43.8244),GHCND-US1SDCS0023__HERMOSA_6.2_W_SD_US.nc,0,0,0,1,1,1,1,1,0,0
"CUSTER 17.7 SSW, SD US",43.552896,-103.796407,1332.0,METERS,0.4648,2017-06-28,2020-08-06,POINT (-103.796407 43.552896),GHCND-US1SDCS0026__CUSTER_17.7_SSW_SD_US.nc,0,0,0,1,1,1,1,1,0,0
"HERMOSA 10.3 ESE, SD US",43.802,-102.992,967.4,METERS,0.9623,2017-08-03,2024-12-02,POINT (-102.992 43.802),GHCND-US1SDCS0027__HERMOSA_10.3_ESE_SD_US.nc,0,0,0,1,1,1,1,1,0,0
"HERMOSA 1.0 NW, SD US",43.848243,-103.206982,1026.0,METERS,0.8649,2019-07-09,2024-02-12,POINT (-103.206982 43.848243),GHCND-US1SDCS0028__HERMOSA_1.0_NW_SD_US.nc,0,0,0,1,1,1,1,1,0,0
"CUSTER 1.2 ENE, SD US",43.771161,-103.577922,1616.7,METERS,0.3826,2020-09-29,2021-10-12,POINT (-103.577922 43.771161),GHCND-US1SDCS0030__CUSTER_1.2_ENE_SD_US.nc,0,0,0,1,1,0,0,0,0,0
"HOT SPRINGS 10.9 WNW, SD US",43.497681,-103.67797,1393.2,METERS,0.6966,2022-05-21,2024-12-11,POINT (-103.67797 43.497681),GHCND-US1SDCS0032__HOT_SPRINGS_10.9_WNW_SD_US.nc,0,0,0,1,1,1,1,1,0,0
"BUFFALO GAP 10.7 N, SD US",43.6456,-103.3409,1161.6,METERS,1.0,2022-07-04,2024-11-25,POINT (-103.3409 43.6456),GHCND-US1SDCS0033__BUFFALO_GAP_10.7_N_SD_US.nc,0,0,0,1,1,0,0,0,0,0
"CUSTER 4.7 ENE, SD US",43.80401,-103.52247,1646.2,METERS,0.8697,2022-12-17,2024-12-12,POINT (-103.52247 43.80401),GHCND-US1SDCS0034__CUSTER_4.7_ENE_SD_US.nc,0,0,0,1,1,1,1,1,0,0
"CUSTER 1.3 WSW, SD US",43.761165,-103.624679,1646.5,METERS,0.4711,2023-04-30,2024-12-07,POINT (-103.624679 43.761165),GHCND-US1SDCS0037__CUSTER_1.3_WSW_SD_US.nc,0,0,0,1,1,0,0,0,0,0
"CUSTER 1.4 ENE, SD US",43.773495,-103.574927,1623.4,METERS,0.9357,2023-06-21,2024-12-12,POINT (-103.574927 43.773495),GHCND-US1SDCS0038__CUSTER_1.4_ENE_SD_US.nc,0,0,0,1,1,1,1,1,0,0
"HERMOSA 4.9 NNE, SD US",43.904272,-103.150467,1046.7,METERS,0.9519,2023-06-25,2024-12-12,POINT (-103.150467 43.904272),GHCND-US1SDCS0039__HERMOSA_4.9_NNE_SD_US.nc,0,0,0,1,1,1,1,1,0,0
"VERMILLION 8.5 N, SD US",42.90439,-96.904627,367.0,METERS,0.584,2007-06-12,2008-09-29,POINT (-96.904627 42.90439),GHCND-US1SDCY0001__VERMILLION_8.5_N_SD_US.nc,0,0,0,1,1,1,0,1,0,0
"VERMILLION 1.9 N, SD US",42.80911,-96.920353,371.9,METERS,0.0703,2007-06-01,2024-07-31,POINT (-96.920353 42.80911),GHCND-US1SDCY0002__VERMILLION_1.9_N_SD_US.nc,0,0,0,1,1,1,1,0,0,0
"VERMILLION 10.8 NNE, SD US",42.935053,-96.8843,370.0,METERS,0.4364,2007-06-02,2010-06-14,POINT (-96.8843 42.935053),GHCND-US1SDCY0003__VERMILLION_10.8_NNE_SD_US.nc,0,0,0,1,1,1,1,1,0,0
"VERMILLION 4.1 SE, SD US",42.7354,-96.875345,348.1,METERS,0.6126,2007-06-14,2010-09-28,POINT (-96.875345 42.7354),GHCND-US1SDCY0004__VERMILLION_4.1_SE_SD_US.nc,0,0,0,1,1,1,1,0,0,0
"VOLIN 4.0 E, SD US",42.953333,-97.101547,406.0,METERS,0.8993,2007-08-26,2008-01-21,POINT (-97.101547 42.953333),GHCND-US1SDCY0006__VOLIN_4.0_E_SD_US.nc,0,0,0,1,1,0,0,0,0,0
"VERMILLION 0.6 SE, SD US",42.77494,-96.9201,376.7,METERS,0.0778,2013-06-11,2024-11-19,POINT (-96.9201 42.77494),GHCND-US1SDCY0009__VERMILLION_0.6_SE_SD_US.nc,0,0,0,1,1,0,1,1,0,0
"VERMILLION 1.4 SE, SD US",42.76865,-96.90649,348.4,METERS,0.9481,2014-10-12,2024-12-12,POINT (-96.90649 42.76865),GHCND-US1SDCY0010__VERMILLION_1.4_SE_SD_US.nc,0,0,0,1,1,1,1,1,0,0
"DIMOCK 10.2 W, SD US",43.49747,-98.188757,468.2,METERS,0.9865,2007-05-01,2024-12-12,POINT (-98.188757 43.49747),GHCND-US1SDDG0001__DIMOCK_10.2_W_SD_US.nc,0,0,0,1,1,1,0,1,0,0
"ARMOUR 4.6 W, SD US",43.326455,-98.435378,477.0,METERS,0.2694,2007-08-04,2024-11-19,POINT (-98.435378 43.326455),GHCND-US1SDDG0002__ARMOUR_4.6_W_SD_US.nc,0,0,0,1,1,1,1,1,0,0
"CORSICA 2.8 SSW, SD US",43.3851984,-98.4195683,467.6,METERS,0.2339,2012-04-13,2024-11-19,POINT (-98.4195683 43.3851984),GHCND-US1SDDG0003__CORSICA_2.8_SSW_SD_US.nc,0,0,0,1,1,1,0,0,0,0
"PARKSTON 6.5 WSW, SD US",43.37437,-98.11159,462.7,METERS,0.2281,2011-08-28,2024-12-11,POINT (-98.11159 43.37437),GHCND-US1SDDG0004__PARKSTON_6.5_WSW_SD_US.nc,0,0,0,1,1,1,1,1,0,0
"PARKSTON 8.4 WNW, SD US",43.44193,-98.14002,464.5,METERS,0.1161,2014-04-21,2017-10-07,POINT (-98.14002 43.44193),GHCND-US1SDDG0009__PARKSTON_8.4_WNW_SD_US.nc,0,0,0,1,0,0,0,0,0,0
"CORSICA 0.1 SSE, SD US",43.4233,-98.40527778,475.8,METERS,0.1426,2017-08-18,2024-11-19,POINT (-98.40527778 43.4233),GHCND-US1SDDG0011__CORSICA_0.1_SSE_SD_US.nc,0,0,0,1,1,1,1,0,0,0
"CORSICA 4.3 W, SD US",43.42873717,-98.490408,491.0,METERS,0.1097,2019-05-08,2024-11-19,POINT (-98.490408 43.42873717),GHCND-US1SDDG0012__CORSICA_4.3_W_SD_US.nc,0,0,0,1,0,0,0,0,0,0
"CLEAR LAKE 0.6 SSW, SD US",44.75708,-96.683864,551.1,METERS,0.984,2007-08-11,2020-07-31,POINT (-96.683864 44.75708),GHCND-US1SDDL0001__CLEAR_LAKE_0.6_SSW_SD_US.nc,0,0,0,1,1,1,1,1,0,0
"ASTORIA 1.7 E, SD US",44.5583166,-96.511027,552.3,METERS,0.1071,2012-05-25,2024-11-21,POINT (-96.511027 44.5583166),GHCND-US1SDDL0002__ASTORIA_1.7_E_SD_US.nc,0,0,0,1,1,1,1,0,0,0
